Property Name	Data Type	Data Default Value	Param0 Type	Param0 Default Value	Param1 Type	Param1 Default Value	Param2 Type	Param2 Default Value	Param3 Type	Param3 Default Value
SkillshotReflectOutHotspotProp	Boolean	True	-	-	-	-	-	-	-	-
SocketProp	Prototype		Entity/Items/Affixes/AffixPositionType.type	Socket1	-	-	-	-	-	-
SpawnDistanceToTargetSqrProp	Real	0f	-	-	-	-	-	-	-	-
SpawnGroupIdProp	Guid	0 (Guid)	-	-	-	-	-	-	-	-
StashNewItemCountProp	Integer	0	Entity/Inventory/PlayerInventories/StashInventories/PlayerStashInventory.blueprint	Entity/Inventory/PlayerInventories/StashInventories/PlayerStashInventory.defaults	-	-	-	-	-	-
StatAllModifierProp	Integer	0	-	-	-	-	-	-	-	-
StatDurabilityProp	Integer	1	-	-	-	-	-	-	-	-
StatDurabilityModifierProp	Integer	0	-	-	-	-	-	-	-	-
StatEnergyProjectionProp	Integer	1	-	-	-	-	-	-	-	-
StatEnergyProjectionModifierProp	Integer	0	-	-	-	-	-	-	-	-
StatFightingSkillsProp	Integer	1	-	-	-	-	-	-	-	-
StatFightingSkillsModifierProp	Integer	0	-	-	-	-	-	-	-	-
StatIntelligenceProp	Integer	1	-	-	-	-	-	-	-	-
StatIntelligenceModifierProp	Integer	0	-	-	-	-	-	-	-	-
StatSpeedProp	Integer	1	-	-	-	-	-	-	-	-
StatSpeedModifierProp	Integer	0	-	-	-	-	-	-	-	-
StatStrengthProp	Integer	1	-	-	-	-	-	-	-	-
StatStrengthModifierProp	Integer	0	-	-	-	-	-	-	-	-
StatusDurationBonusMSProp	Real	0f	-	-	-	-	-	-	-	-
StatusResistByDurationMSProp	Integer	0	Property/PropertyInfo.blueprint	Property/PropertyInfo.defaults	-	-	-	-	-	-
StatusResistByDurationMSAllProp	Integer	0	-	-	-	-	-	-	-	-
StatusResistByDurationMSKwdProp	Integer	0	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
StatusResistByDurationPctProp	Real	0f	Property/PropertyInfo.blueprint	Property/PropertyInfo.defaults	-	-	-	-	-	-
StatusResistByDurationPctAllProp	Real	0f	-	-	-	-	-	-	-	-
StatusResistByDurationPctKwdProp	Real	0f	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
StealthProp	Real	0f	-	-	-	-	-	-	-	-
StealthDetectionProp	Real	0f	-	-	-	-	-	-	-	-
StealthPenaltyProp	Real	0f	-	-	-	-	-	-	-	-
SteamUserIdProp	Guid	0 (Guid)	-	-	-	-	-	-	-	-
SteamAchievementUpdateSeqNumProp	Integer	0	-	-	-	-	-	-	-	-
StunnedProp	Boolean	False	-	-	-	-	-	-	-	-
StunnedByHitReactProp	Boolean	False	-	-	-	-	-	-	-	-
SummonContextIndexProp	Integer	0	-	-	-	-	-	-	-	-
SummonedByPowerProp	Boolean	False	-	-	-	-	-	-	-	-
SummonedEntityIsRegionPersistedProp	Boolean	False	-	-	-	-	-	-	-	-
SummonEntityOverrideRefProp	Prototype		-	-	-	-	-	-	-	-
SummonLifespanMSProp	Integer	0	-	-	-	-	-	-	-	-
SummonLifespanRemainingMSProp	Integer	0	-	-	-	-	-	-	-	-
SummonNumPerActivationProp	Integer	1	-	-	-	-	-	-	-	-
SummonOwnerConditionIdProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
SummonWidthMaxProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritChancePctAddProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritChancePctAddPowerKwdProp	Real	0f	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
SuperCritDamageMultProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritDamageRatingProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritDamagePowerMultBonusProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritRatingBonusAddProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritRatingPowerBonusAddProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritRatingBonusMultProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritRatingPowerBonusMultProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritRatingBonusAddPowerKeywordProp	Real	0f	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
SuperCritRatingBonusMultPowerKeywordProp	Real	0f	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
SystemImmobilizedProp	Boolean	False	-	-	-	-	-	-	-	-
TargetedCritBonusProp	Real	0f	-	-	-	-	-	-	-	-
TargetedCritBonusIdProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
TargetRankExclusionProp	Boolean	False	Types/Ranks.type	Popcorn	-	-	-	-	-	-
TargetRankInclusionProp	Boolean	False	Types/Ranks.type	Popcorn	-	-	-	-	-	-
TargetRestrictionProp	Real	0f	Powers/Types/TargetRestrictionType.type	None	Types/Keyword.blueprint	Types/Keyword.defaults	Entity/WorldEntity.blueprint	Entity/WorldEntity.defaults	Property/PropertyInfo.blueprint	Property/PropertyInfo.defaults
TargetsHitProp	Integer	0	-	-	-	-	-	-	-	-
TauntedProp	Boolean	False	-	-	-	-	-	-	-	-
TauntersIDProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
TeamIconAssetRefProp	Asset		-	-	-	-	-	-	-	-
TeamUpIsPermanentProp	Boolean	False	-	-	-	-	-	-	-	-
TeamUpOwnerIdProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
TeamUpStyleProp	Integer	0	-	-	-	-	-	-	-	-
TeleportProp	Real	-1f	Integer	0	-	-	-	-	-	-
TeleportLockdownProp	Boolean	False	-	-	-	-	-	-	-	-
ThrowabilityProp	Integer	1	-	-	-	-	-	-	-	-
ThrowableOriginatorEntityProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
ThrowableOriginatorAssetRefProp	Asset		-	-	-	-	-	-	-	-
ThrowablePowerProp	Prototype		-	-	-	-	-	-	-	-
ThrowableRestorePowerProp	Prototype		-	-	-	-	-	-	-	-
TrackedRegionScoreProp	Real	0f	-	-	-	-	-	-	-	-
TrackedRegionScoreDivByPartyProp	Boolean	False	-	-	-	-	-	-	-	-
TrackedRegionScoreRangeLowProp	Integer	-1	-	-	-	-	-	-	-	-
TrackedRegionScoreRangeHighProp	Integer	-1	-	-	-	-	-	-	-	-
TrainerProp	Boolean	False	-	-	-	-	-	-	-	-
TransformModeProp	Prototype		-	-	-	-	-	-	-	-
TransformModeStartTimeProp	Time	0 (Time)	Entity/Characters/Avatars/TransformModes/TransformMode.blueprint	Entity/Characters/Avatars/TransformModes/TransformMode.defaults	-	-	-	-	-	-
TriggeringPowerRefProp	Prototype		Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
TutorialHasSeenTipProp	Boolean	False	Tutorial/Tip.blueprint	Tutorial/Tip.defaults	-	-	-	-	-	-
TutorialImmobilizedProp	Boolean	False	-	-	-	-	-	-	-	-
TutorialInvulnerableProp	Boolean	False	-	-	-	-	-	-	-	-
TutorialPowerLockProp	Boolean	False	-	-	-	-	-	-	-	-
TutorialTipsEnabledProp	Boolean	True	-	-	-	-	-	-	-	-
UICraftingIngredientSlotEntityIdProp	EntityId	0 (EntityId)	Integer	0	-	-	-	-	-	-
UICraftingRecipeEntityIdProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
UICursorSelectedEntityIdProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
UICursorSelectedPrototypeIdProp	Prototype		-	-	-	-	-	-	-	-
UICursorHoverSlotOwnerIdProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
UICursorHoverSlotProtoIdProp	Prototype		-	-	-	-	-	-	-	-
UICursorHoverSlotIndexProp	Integer	0	-	-	-	-	-	-	-	-
UIFocusAvatarProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
UIFocusTeamUpProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
UIFocusControllerIndexProp	Integer	0	-	-	-	-	-	-	-	-
UnaffectableProp	Boolean	False	-	-	-	-	-	-	-	-
UntargetableProp	Boolean	False	-	-	-	-	-	-	-	-
UpdateTargetPosDelayMSProp	Time	0 (Time)	-	-	-	-	-	-	-	-
VanityTitleUnlockedProp	Boolean	False	Entity/Characters/Avatars/VanityTitles/VanityTitle.blueprint	Entity/Characters/Avatars/VanityTitles/NoTitle.prototype	-	-	-	-	-	-
VaporizedProp	Boolean	False	-	-	-	-	-	-	-	-
VaporizeSellPriceMultiplierProp	Real	0.01f	-	-	-	-	-	-	-	-
VariableActivationTimeMSProp	Time	0 (Time)	-	-	-	-	-	-	-	-
VariableActivationTimePctProp	Real	0f	-	-	-	-	-	-	-	-
VariationSeedProp	Integer	0	-	-	-	-	-	-	-	-
VendorLastRefreshPctEngAfterProp	Real	0f	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorLastRefreshTimeProp	Time	0 (Time)	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorLevelProp	Integer	0	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorRollAvatarProp	Prototype		Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorRollLevelProp	Integer	1	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorRollSeedProp	Integer	0	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorRollTableLevelProp	Integer	1	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorTypeProp	Prototype		-	-	-	-	-	-	-	-
VendorXPProp	Integer	0	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorXPCapCounterProp	Integer	0	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VendorXPCapRollOverTimeProp	Time	0 (Time)	Entity/Characters/Vendors/VendorType.blueprint	Entity/Characters/Vendors/VendorType.defaults	-	-	-	-	-	-
VisibleProp	Boolean	True	-	-	-	-	-	-	-	-
WeaponMissingProp	Boolean	False	-	-	-	-	-	-	-	-
WaypointProp	Boolean	False	Waypoints/Waypoint.blueprint	Waypoints/Waypoint.defaults	-	-	-	-	-	-
WaypointHotspotUnlockProp	Prototype		-	-	-	-	-	-	-	-
XPAwardRequiredDbGuidProp	Guid	0 (Guid)	Entity/Characters/Avatars/Avatar.blueprint	Entity/Characters/Avatars/Avatar.defaults	-	-	-	-	-	-
XPTransferProp	Boolean	False	-	-	-	-	-	-	-	-
XPTransferToIDProp	EntityId	0 (EntityId)	-	-	-	-	-	-	-	-
UISystemLockProp	Integer	0	UI/SystemLock/UISystemLock.blueprint	UI/SystemLock/UISystemLock.defaults	-	-	-	-	-	-
InterruptRatingDefenseProp	Real	0f	-	-	-	-	-	-	-	-
CritChanceReductionPctProp	Real	0f	-	-	-	-	-	-	-	-
InterruptRatingPowerBonusKeywordProp	Real	0f	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
TestPropProp	Integer	0	-	-	-	-	-	-	-	-
EvalLoopVarIntProp	Integer	0	Integer	0	-	-	-	-	-	-
TeamUpItemRegisterFloatProp	Real	0f	Integer	0	-	-	-	-	-	-
InterruptRatingPowerProp	Real	0f	-	-	-	-	-	-	-	-
SuperCritChanceReductionPctProp	Real	0f	-	-	-	-	-	-	-	-
PowerStackCountRegisterFloatProp	Real	0f	-	-	-	-	-	-	-	-
DamageChgPowerPctTargProp	Real	0f	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
DamageBonusArmorProp	Real	0f	-	-	-	-	-	-	-	-
DamagePctObscuredToPlayersProp	Real	0f	-	-	-	-	-	-	-	-
UserStanceEvalRegisterFloatProp	Real	0f	-	-	-	-	-	-	-	-
ResistancePercentageChangeProp	Real	0f	-	-	-	-	-	-	-	-
HealthAddBonusHardcoreProp	Integer	0	-	-	-	-	-	-	-	-
ItemDefenseMultiplierProp	Real	1f	-	-	-	-	-	-	-	-
IsDefenderPvPProp	Integer	0	-	-	-	-	-	-	-	-
AIResurrectsDeadProp	Boolean	False	-	-	-	-	-	-	-	-
EvalRegisterAssetProp	Asset		Integer	0	-	-	-	-	-	-
EvalRegisterBoolProp	Boolean	False	Integer	0	-	-	-	-	-	-
InterpolateRotatioSpeedProp	Boolean	False	-	-	-	-	-	-	-	-
CharmedProp	Boolean	False	-	-	-	-	-	-	-	-
SendOrbToPowerUserProp	Prototype		-	-	-	-	-	-	-	-
ConditionPowerCountProp	Integer	0	Powers/Blueprints/ConditionPowers/NegStatusUsableCondPower.blueprint	Powers/PvPPowers/ShopPowers/PvPShopAttackSpeedBuffPower.prototype	-	-	-	-	-	-
